type,etablissement,norme,operationnel,detenus,date,densite,dir_interregionale
MA,Auxerre,101,100,170,2018-01-01,170,Dijon
MA,Belfort,39,39,46,2018-01-01,117.94871794871796,Dijon
MA,Besançon,275,275,343,2018-01-01,124.72727272727273,Dijon
MA,Blois,114,114,160,2018-01-01,140.35087719298244,Dijon
MA,Bourges,116,116,140,2018-01-01,120.6896551724138,Dijon
MA,Dijon,186,186,270,2018-01-01,145.16129032258064,Dijon
MA,Lons-le-Saunier,39,39,58,2018-01-01,148.71794871794873,Dijon
MA,Montbéliard,41,41,65,2018-01-01,158.53658536585365,Dijon
MA,Nevers,118,118,117,2018-01-01,99.15254237288136,Dijon
MA,Tours,145,145,216,2018-01-01,148.96551724137933,Dijon
MA,Vesoul,50,50,73,2018-01-01,146,Dijon
qMA,Châteauroux,105,105,114,2018-01-01,108.57142857142857,Dijon
qMA,Orléans-Saran,531,394,524,2018-01-01,132.99492385786803,Dijon
qMA,Varennes-le-Grand,193,193,284,2018-01-01,147.1502590673575,Dijon
CD,Châteaudun,597,597,564,2018-01-01,94.47236180904522,Dijon
CD,Joux-la-Ville,601,601,548,2018-01-01,91.18136439267886,Dijon
qCD,Châteauroux,270,253,235,2018-01-01,92.88537549407114,Dijon
qCD,Orléans-Saran,217,0,0,2018-01-01,NA,Dijon
qCD,Varennes-le-Grand,191,191,172,2018-01-01,90.0523560209424,Dijon
MC,Saint Maur,337,260,199,2018-01-01,76.53846153846153,Dijon
CSL,Besançon,23,23,17,2018-01-01,73.91304347826086,Dijon
CSL,Montargis,20,20,14,2018-01-01,70,Dijon
qCSL,Orléans-Saran,60,60,22,2018-01-01,36.666666666666664,Dijon
MA,Amiens,307,270,393,2018-01-01,145.55555555555554,Lille
MA,Arras,209,209,184,2018-01-01,88.03827751196172,Lille
MA,Béthune,180,180,266,2018-01-01,147.77777777777777,Lille
MA,Douai,384,368,543,2018-01-01,147.55434782608697,Lille
MA,Dunkerque,123,123,110,2018-01-01,89.43089430894308,Lille
MA,Valenciennes,212,212,348,2018-01-01,164.1509433962264,Lille
qMA,Beauvais,586,586,617,2018-01-01,105.2901023890785,Lille
qMA,Laon,189,189,289,2018-01-01,152.9100529100529,Lille
qMA,Liancourt,20,20,14,2018-01-01,70,Lille
qMA,Lille-Annoeullin,477,477,577,2018-01-01,120.9643605870021,Lille
qMA,Longuenesse,193,193,268,2018-01-01,138.86010362694302,Lille
qMA,Maubeuge,201,201,279,2018-01-01,138.80597014925374,Lille
qMA,Lille-Loos-Séquedin (Lille-Séquedin),584,584,837,2018-01-01,143.32191780821915,Lille
CD,Bapaume,599,599,523,2018-01-01,87.31218697829716,Lille
qCD,Château-Thierry,29,29,14,2018-01-01,48.275862068965516,Lille
qCD,Laon,199,199,178,2018-01-01,89.44723618090453,Lille
qCD,Liancourt,594,594,432,2018-01-01,72.72727272727273,Lille
qCD,Lille-Annoeullin,209,209,200,2018-01-01,95.69377990430623,Lille
qCD,Longuenesse,399,399,378,2018-01-01,94.73684210526315,Lille
qCD,Maubeuge,199,199,178,2018-01-01,89.44723618090453,Lille
qCD,Vendin Le Vieil,33,33,0,2018-01-01,0,Lille
qMC,Château-Thierry,101,101,69,2018-01-01,68.31683168316832,Lille
qMC,Vendin Le Vieil,203,203,90,2018-01-01,44.33497536945813,Lille
qCPA,Longuenesse,96,96,42,2018-01-01,43.75,Lille
qCSL,Beauvais,30,30,14,2018-01-01,46.666666666666664,Lille
qCSL,Lille-Loos-Séquedin (Haubourdin),60,60,29,2018-01-01,48.333333333333336,Lille
qCSL,Longuenesse,50,50,7,2018-01-01,14.000000000000002,Lille
EPM,Quiévrechain,60,59,29,2018-01-01,49.152542372881356,Lille
qCNE,Lille-Loos-Séquedin,33,30,28,2018-01-01,93.33333333333333,Lille
MA,Aurillac,72,72,43,2018-01-01,59.72222222222222,Lyon
MA,Bonneville,187,187,241,2018-01-01,128.87700534759358,Lyon
MA,Chambéry,93,93,143,2018-01-01,153.76344086021504,Lyon
MA,Le-Puy-en-Velay,36,36,40,2018-01-01,111.11111111111111,Lyon
MA,Lyon Corbas,688,688,970,2018-01-01,140.98837209302326,Lyon
MA,Montluçon,21,21,36,2018-01-01,171.42857142857142,Lyon
MA,Privas,62,62,71,2018-01-01,114.51612903225808,Lyon
qMA,Aiton,219,219,300,2018-01-01,136.986301369863,Lyon
qMA,Bourg-en-Bresse,388,388,403,2018-01-01,103.86597938144331,Lyon
qMA,Grenoble,232,232,329,2018-01-01,141.81034482758622,Lyon
qMA,Moulins Yzeure,136,136,174,2018-01-01,127.94117647058823,Lyon
qMA,Riom,384,384,348,2018-01-01,90.625,Lyon
qMA,Saint Etienne-la-Talaudière,287,287,348,2018-01-01,121.25435540069687,Lyon
qMA,Saint-Quentin-Fallavier,237,237,321,2018-01-01,135.44303797468353,Lyon
qMA,Valence,344,344,370,2018-01-01,107.55813953488371,Lyon
qMA,Villefranche-sur-Saône,599,599,667,2018-01-01,111.35225375626044,Lyon
CD,Roanne,599,599,528,2018-01-01,88.14691151919867,Lyon
qCD,Aiton,200,200,139,2018-01-01,69.5,Lyon
qCD,Bourg-en-Bresse,300,270,258,2018-01-01,95.55555555555556,Lyon
qCD,Riom,164,164,158,2018-01-01,96.34146341463415,Lyon
qCD,Saint-Quentin-Fallavier,192,192,170,2018-01-01,88.54166666666666,Lyon
qMC,Moulins Yzeure,123,123,111,2018-01-01,90.2439024390244,Lyon
qMC,Valence,128,63,48,2018-01-01,76.19047619047619,Lyon
CSL,Lyon,116,116,67,2018-01-01,57.758620689655174,Lyon
qCSL,Bourg-en-Bresse,40,40,20,2018-01-01,50,Lyon
qCSL,Grenoble,36,20,23,2018-01-01,114.99999999999999,Lyon
qCSL,Riom,20,20,10,2018-01-01,50,Lyon
qCSL,Saint Etienne-la-Talaudière,40,40,22,2018-01-01,55.00000000000001,Lyon
qCSL,Villefranche-sur-Saône,39,39,8,2018-01-01,20.51282051282051,Lyon
EPM,Rhône,60,60,43,2018-01-01,71.66666666666667,Lyon
MA,Ajaccio,53,53,66,2018-01-01,124.52830188679245,Marseille
MA,Digne,35,35,37,2018-01-01,105.71428571428572,Marseille
MA,Draguignan,504,504,0,2018-01-01,0,Marseille
MA,Gap,37,37,40,2018-01-01,108.10810810810811,Marseille
MA,Grasse,574,574,704,2018-01-01,122.64808362369337,Marseille
MA,Nice,363,363,657,2018-01-01,180.99173553719007,Marseille
qMA,Aix-Luynes,586,586,936,2018-01-01,159.7269624573379,Marseille
qMA,Avignon le Pontet,394,394,631,2018-01-01,160.1522842639594,Marseille
qMA,Borgo,183,183,188,2018-01-01,102.73224043715847,Marseille
qMA,Marseille-Les-Baumettes,1216,1216,1483,2018-01-01,121.95723684210526,Marseille
qMA,Toulon-la-Farlède,394,394,702,2018-01-01,178.1725888324873,Marseille
CD,Casabianda,194,194,129,2018-01-01,66.49484536082474,Marseille
CD,Salon-de-Provence,650,650,623,2018-01-01,95.84615384615385,Marseille
CD,Tarascon,651,650,617,2018-01-01,94.92307692307692,Marseille
qCD,Avignon le Pontet,180,180,178,2018-01-01,98.88888888888889,Marseille
qCD,Borgo,48,48,45,2018-01-01,93.75,Marseille
qCD,Marseille-Les-Baumettes,60,60,54,2018-01-01,90,Marseille
qCD,Toulon-la-Farlède,191,191,179,2018-01-01,93.717277486911,Marseille
MC,Arles,160,157,130,2018-01-01,82.80254777070064,Marseille
qCPA,Aix-Luynes,82,82,54,2018-01-01,65.85365853658537,Marseille
qCPA,Marseille-Les-Baumettes,24,24,24,2018-01-01,100,Marseille
qCSL,Avignon le Pontet,51,51,51,2018-01-01,100,Marseille
qCSL,Toulon-la-Farlède,41,41,32,2018-01-01,78.04878048780488,Marseille
EPM,Marseille,59,59,48,2018-01-01,81.35593220338984,Marseille
MA,Fleury-Mérogis,2956,2956,4310,2018-01-01,145.80514208389715,Paris
MA,Nanterre,592,592,1066,2018-01-01,180.06756756756758,Paris
MA,Osny-Pontoise,579,579,941,2018-01-01,162.52158894645942,Paris
MA,Versailles,137,137,121,2018-01-01,88.32116788321169,Paris
MA,Villepinte,583,583,1007,2018-01-01,172.72727272727272,Paris
qMA,Bois d'Arcy,503,503,945,2018-01-01,187.87276341948308,Paris
qMA,Fresnes (**),1404,1404,2601,2018-01-01,185.25641025641028,Paris
qMA,Meaux-Chauconin,385,385,770,2018-01-01,200,Paris
CD,Melun,310,308,294,2018-01-01,95.45454545454545,Paris
qCD,Meaux-Chauconin,192,192,177,2018-01-01,92.1875,Paris
qCD,Sud Francilien,537,537,475,2018-01-01,88.45437616387338,Paris
MC,Poissy,279,240,213,2018-01-01,88.75,Paris
qMC,Sud Francilien,28,28,20,2018-01-01,71.42857142857143,Paris
qCPA,Fresnes (Villejuif),116,116,111,2018-01-01,95.6896551724138,Paris
qCPA,Meaux-Chauconin,62,62,79,2018-01-01,127.41935483870968,Paris
CSL,Corbeil,80,80,68,2018-01-01,85,Paris
CSL,Gagny,48,48,72,2018-01-01,150,Paris
CSL,Melun,43,43,45,2018-01-01,104.65116279069768,Paris
CSL,Paris-La-Santé,74,74,92,2018-01-01,124.32432432432432,Paris
qCSL,Bois d'Arcy,61,61,35,2018-01-01,57.377049180327866,Paris
qCSL,Fresnes (Villejuif),27,27,15,2018-01-01,55.55555555555556,Paris
EPM,Porcheville,60,60,49,2018-01-01,81.66666666666667,Paris
qCNE,Fresnes (**),56,56,26,2018-01-01,46.42857142857143,Paris
qCNE,Sud Francilien,231,231,146,2018-01-01,63.20346320346321,Paris
MA,Angers,266,266,380,2018-01-01,142.85714285714286,Rennes
MA,Brest,254,254,352,2018-01-01,138.58267716535434,Rennes
MA,Caen,269,269,442,2018-01-01,164.31226765799255,Rennes
MA,Cherbourg,46,46,48,2018-01-01,104.34782608695652,Rennes
MA,Coutances,48,48,72,2018-01-01,150,Rennes
MA,Evreux,162,162,319,2018-01-01,196.9135802469136,Rennes
MA,Fontenay-le-Comte,39,39,57,2018-01-01,146.15384615384613,Rennes
MA,La Roche-sur-Yon,39,39,80,2018-01-01,205.1282051282051,Rennes
MA,Laval,71,56,106,2018-01-01,189.28571428571428,Rennes
MA,Le Mans-Croisettes,399,399,454,2018-01-01,113.78446115288222,Rennes
MA,Rouen,649,649,569,2018-01-01,87.67334360554699,Rennes
MA,Saint Malo,92,92,123,2018-01-01,133.69565217391303,Rennes
MA,Saint-Brieuc,85,85,160,2018-01-01,188.23529411764704,Rennes
MA,Vannes,52,52,77,2018-01-01,148.0769230769231,Rennes
qMA,Caen,6,6,4,2018-01-01,66.66666666666666,Rennes
qMA,Le Havre,298,297,300,2018-01-01,101.01010101010101,Rennes
qMA,Lorient-Ploemeur,187,187,269,2018-01-01,143.85026737967914,Rennes
qMA,Nantes,570,570,689,2018-01-01,120.87719298245614,Rennes
qMA,Rennes,57,57,48,2018-01-01,84.21052631578947,Rennes
qMA,Rennes-Vezin,477,477,635,2018-01-01,133.1236897274633,Rennes
CD,Argentan,638,638,550,2018-01-01,86.20689655172413,Rennes
CD,Val-de-Reuil,819,780,730,2018-01-01,93.58974358974359,Rennes
qCD,Caen,434,425,348,2018-01-01,81.88235294117648,Rennes
qCD,Le Havre,392,391,330,2018-01-01,84.39897698209718,Rennes
qCD,Lorient-Ploemeur,40,40,35,2018-01-01,87.5,Rennes
qCD,Nantes,510,510,470,2018-01-01,92.15686274509804,Rennes
qCD,Rennes,231,231,159,2018-01-01,68.83116883116884,Rennes
qCD,Rennes-Vezin,209,209,203,2018-01-01,97.1291866028708,Rennes
qMC,Alençon-Condé-sur-Sarthe,203,203,117,2018-01-01,57.635467980295566,Rennes
qCPA,Alençon-Condé-sur-Sarthe,45,45,3,2018-01-01,6.666666666666667,Rennes
qCSL,Caen,50,50,20,2018-01-01,40,Rennes
qCSL,Nantes,36,36,7,2018-01-01,19.444444444444446,Rennes
qCSL,Rennes-Vezin,26,26,16,2018-01-01,61.53846153846154,Rennes
EPM,Orvault,59,55,45,2018-01-01,81.81818181818183,Rennes
MA,Bar-le-Duc,80,80,94,2018-01-01,117.5,Strasbourg
MA,Châlons-en-Champagne,313,313,300,2018-01-01,95.84664536741214,Strasbourg
MA,Charleville-Mézières,59,59,51,2018-01-01,86.4406779661017,Strasbourg
MA,Chaumont,78,78,104,2018-01-01,133.33333333333331,Strasbourg
MA,Colmar,120,120,162,2018-01-01,135,Strasbourg
MA,Epinal,294,294,283,2018-01-01,96.25850340136054,Strasbourg
MA,Mulhouse,277,277,424,2018-01-01,153.06859205776172,Strasbourg
MA,Reims,154,154,165,2018-01-01,107.14285714285714,Strasbourg
MA,Sarreguemines,71,71,109,2018-01-01,153.52112676056336,Strasbourg
MA,Strasbourg,445,445,566,2018-01-01,127.19101123595506,Strasbourg
MA,Troyes,114,114,143,2018-01-01,125.43859649122805,Strasbourg
qMA,Metz-Queuleu,404,364,518,2018-01-01,142.30769230769232,Strasbourg
qMA,Nancy Maxéville,453,453,613,2018-01-01,135.32008830022076,Strasbourg
CD,Ecrouves,269,269,240,2018-01-01,89.21933085501858,Strasbourg
CD,Montmédy,343,343,293,2018-01-01,85.42274052478133,Strasbourg
CD,Oermingen,268,263,243,2018-01-01,92.39543726235742,Strasbourg
CD,Saint-Mihiel,400,400,350,2018-01-01,87.5,Strasbourg
CD,Toul,427,427,398,2018-01-01,93.20843091334895,Strasbourg
CD,Villenauxe-la-Grande,606,606,408,2018-01-01,67.32673267326733,Strasbourg
qCD,Nancy Maxéville,240,240,218,2018-01-01,90.83333333333333,Strasbourg
MC,Clairvaux,91,80,63,2018-01-01,78.75,Strasbourg
MC,Ensisheim,215,200,191,2018-01-01,95.5,Strasbourg
qCPA,Metz-Queuleu,77,77,50,2018-01-01,64.93506493506493,Strasbourg
CSL,Briey,25,25,19,2018-01-01,76,Strasbourg
CSL,Maxéville,54,54,40,2018-01-01,74.07407407407408,Strasbourg
CSL,Souffelweyersheim,53,53,38,2018-01-01,71.69811320754717,Strasbourg
MA,Albi,105,105,157,2018-01-01,149.52380952380952,Toulouse
MA,Carcassonne,64,64,116,2018-01-01,181.25,Toulouse
MA,Foix,67,65,112,2018-01-01,172.30769230769232,Toulouse
MA,Mende,49,49,68,2018-01-01,138.77551020408163,Toulouse
MA,Montauban,144,144,207,2018-01-01,143.75,Toulouse
MA,Nîmes,200,200,425,2018-01-01,212.5,Toulouse
MA,Rodez,99,99,121,2018-01-01,122.22222222222223,Toulouse
MA,Tarbes,72,72,124,2018-01-01,172.22222222222223,Toulouse
qMA,Béziers,416,416,518,2018-01-01,124.51923076923077,Toulouse
qMA,Perpignan,196,196,364,2018-01-01,185.71428571428572,Toulouse
qMA,Toulouse-Seysses,655,655,1107,2018-01-01,169.00763358778624,Toulouse
qMA,Villeneuve-lès-Maguelone,599,599,894,2018-01-01,149.24874791318865,Toulouse
CD,Muret,660,623,563,2018-01-01,90.36918138041734,Toulouse
CD,Saint-Sulpice-la-Pointe,102,102,82,2018-01-01,80.3921568627451,Toulouse
qCD,Béziers,393,393,409,2018-01-01,104.07124681933841,Toulouse
qCD,Lannemezan,20,10,4,2018-01-01,40,Toulouse
qCD,Perpignan,333,333,333,2018-01-01,100,Toulouse
qMC,Lannemezan,212,162,129,2018-01-01,79.62962962962963,Toulouse
qCSL,Toulouse-Seysses,101,52,47,2018-01-01,90.38461538461539,Toulouse
qCSL,Villeneuve-lès-Maguelone,24,24,20,2018-01-01,83.33333333333334,Toulouse
EPM,Lavaur,59,59,36,2018-01-01,61.016949152542374,Toulouse
MA,Basse-Terre,129,129,204,2018-01-01,158.13953488372093,Outre-Mer
qMA,Baie-Mahault,265,265,485,2018-01-01,183.0188679245283,Outre-Mer
qMA,Ducos,371,371,505,2018-01-01,136.11859838274933,Outre-Mer
qMA,Guyane (Remiré Montjoly),293,293,449,2018-01-01,153.24232081911262,Outre-Mer
MA,Saint-Pierre,115,115,113,2018-01-01,98.26086956521739,Outre-Mer
qMA,Saint-Denis,558,558,477,2018-01-01,85.48387096774194,Outre-Mer
qMA,Saint-Pierre-et-Miquelon,7,7,1,2018-01-01,14.285714285714285,Outre-Mer
qMA,Majicavo,164,164,184,2018-01-01,112.19512195121952,Outre-Mer
MA,Mata Utu,3,3,1,2018-01-01,33.33333333333333,Outre-Mer
qMA,Faa'a Nuutania,147,147,226,2018-01-01,153.74149659863946,Outre-Mer
qMA,Nouméa,184,184,235,2018-01-01,127.71739130434783,Outre-Mer
qCD,Baie-Mahault,238,238,223,2018-01-01,93.69747899159664,Outre-Mer
qCD,Ducos,367,367,331,2018-01-01,90.19073569482289,Outre-Mer
qCD,Guyane (Remiré Montjoly),320,320,328,2018-01-01,102.49999999999999,Outre-Mer
CD,Le Port (Plaine les Galets),507,507,455,2018-01-01,89.74358974358975,Outre-Mer
qCD,Saint-Denis,17,17,12,2018-01-01,70.58823529411765,Outre-Mer
qCD,Saint-Pierre-et-Miquelon,4,4,1,2018-01-01,25,Outre-Mer
qCD,Majicavo,114,114,112,2018-01-01,98.24561403508771,Outre-Mer
CD,Tatutu de Papeari,410,410,262,2018-01-01,63.90243902439025,Outre-Mer
qCD,Faa'a Nuutania,17,17,11,2018-01-01,64.70588235294117,Outre-Mer
qCD,Taiohae,5,5,1,2018-01-01,20,Outre-Mer
qCD,Uturoa-Raiatea,20,20,10,2018-01-01,50,Outre-Mer
qCD,Nouméa,218,218,300,2018-01-01,137.61467889908258,Outre-Mer
MA,Agen,146,145,177,2017-12-01,122.06896551724138,Bordeaux
MA,Angoulême,236,194,204,2017-12-01,105.15463917525774,Bordeaux
MA,Bayonne,75,75,110,2017-12-01,146.66666666666666,Bordeaux
MA,Guéret,32,32,46,2017-12-01,143.75,Bordeaux
MA,Limoges,83,83,134,2017-12-01,161.44578313253012,Bordeaux
MA,Niort,66,66,98,2017-12-01,148.4848484848485,Bordeaux
MA,Pau,255,249,166,2017-12-01,66.66666666666666,Bordeaux
MA,Périgueux,101,90,114,2017-12-01,126.66666666666666,Bordeaux
MA,Rochefort,52,52,81,2017-12-01,155.76923076923077,Bordeaux
MA,Saintes,85,85,123,2017-12-01,144.70588235294116,Bordeaux
MA,Tulle,47,47,67,2017-12-01,142.5531914893617,Bordeaux
qMA,Bordeaux Gradignan,354,350,590,2017-12-01,168.57142857142858,Bordeaux
qMA,Mont-de-Marsan,333,333,277,2017-12-01,83.18318318318319,Bordeaux
qMA,Poitiers-Vivonne,305,305,381,2017-12-01,124.91803278688525,Bordeaux
CD,Bédenac,194,194,171,2017-12-01,88.14432989690721,Bordeaux
CD,Eysses,290,290,268,2017-12-01,92.41379310344827,Bordeaux
CD,Mauzac,369,369,317,2017-12-01,85.90785907859079,Bordeaux
CD,Neuvic,399,399,366,2017-12-01,91.72932330827066,Bordeaux
CD,Uzerche,594,590,546,2017-12-01,92.54237288135593,Bordeaux
qCD,Mont-de-Marsan,368,368,323,2017-12-01,87.77173913043478,Bordeaux
qCD,Poitiers-Vivonne,271,15,15,2017-12-01,100,Bordeaux
MC,Saint-Martin-de-Ré,478,460,327,2017-12-01,71.08695652173913,Bordeaux
qCPA,Bordeaux Gradignan,82,82,38,2017-12-01,46.34146341463415,Bordeaux
qCPA,Poitiers-Vivonne,27,27,4,2017-12-01,14.814814814814813,Bordeaux
qCSL,Mont-de-Marsan,19,19,11,2017-12-01,57.89473684210527,Bordeaux
qCSL,Poitiers-Vivonne,30,30,3,2017-12-01,10,Bordeaux
MA,Auxerre,101,100,165,2017-12-01,165,Dijon
MA,Belfort,39,39,49,2017-12-01,125.64102564102564,Dijon
MA,Besançon,275,275,349,2017-12-01,126.9090909090909,Dijon
MA,Blois,114,110,158,2017-12-01,143.63636363636363,Dijon
MA,Bourges,116,116,143,2017-12-01,123.27586206896552,Dijon
MA,Dijon,186,186,270,2017-12-01,145.16129032258064,Dijon
MA,Lons-le-Saunier,39,39,63,2017-12-01,161.53846153846155,Dijon
MA,Montbéliard,41,41,62,2017-12-01,151.21951219512195,Dijon
MA,Nevers,118,118,110,2017-12-01,93.22033898305084,Dijon
MA,Tours,145,145,207,2017-12-01,142.75862068965517,Dijon
MA,Vesoul,50,50,70,2017-12-01,140,Dijon
qMA,Châteauroux,105,105,112,2017-12-01,106.66666666666667,Dijon
qMA,Orléans-Saran,531,394,524,2017-12-01,132.99492385786803,Dijon
qMA,Varennes-le-Grand,193,193,292,2017-12-01,151.29533678756476,Dijon
CD,Châteaudun,597,597,565,2017-12-01,94.63986599664992,Dijon
CD,Joux-la-Ville,601,601,543,2017-12-01,90.34941763727122,Dijon
qCD,Châteauroux,270,253,239,2017-12-01,94.46640316205533,Dijon
qCD,Orléans-Saran,217,0,0,2017-12-01,NA,Dijon
qCD,Varennes-le-Grand,191,191,178,2017-12-01,93.19371727748691,Dijon
MC,Saint Maur,337,260,204,2017-12-01,78.46153846153847,Dijon
CSL,Besançon,23,23,15,2017-12-01,65.21739130434783,Dijon
CSL,Montargis,20,20,11,2017-12-01,55.00000000000001,Dijon
qCSL,Orléans-Saran,60,60,23,2017-12-01,38.333333333333336,Dijon
MA,Amiens,307,270,404,2017-12-01,149.62962962962962,Lille
MA,Arras,209,209,193,2017-12-01,92.34449760765551,Lille
MA,Béthune,180,180,282,2017-12-01,156.66666666666666,Lille
MA,Douai,384,368,544,2017-12-01,147.82608695652172,Lille
MA,Dunkerque,123,123,119,2017-12-01,96.7479674796748,Lille
MA,Valenciennes,212,212,353,2017-12-01,166.50943396226415,Lille
qMA,Beauvais,586,586,629,2017-12-01,107.33788395904438,Lille
qMA,Laon,189,189,300,2017-12-01,158.73015873015873,Lille
qMA,Liancourt,20,20,18,2017-12-01,90,Lille
qMA,Lille-Annoeullin,477,477,594,2017-12-01,124.52830188679245,Lille
qMA,Longuenesse,193,193,303,2017-12-01,156.99481865284974,Lille
qMA,Maubeuge,201,201,264,2017-12-01,131.34328358208955,Lille
qMA,Lille-Loos-Séquedin (Lille-Séquedin),584,584,859,2017-12-01,147.0890410958904,Lille
CD,Bapaume,599,599,529,2017-12-01,88.31385642737897,Lille
qCD,Château-Thierry,29,29,15,2017-12-01,51.724137931034484,Lille
qCD,Laon,199,199,184,2017-12-01,92.46231155778895,Lille
qCD,Liancourt,594,594,439,2017-12-01,73.9057239057239,Lille
qCD,Lille-Annoeullin,209,209,200,2017-12-01,95.69377990430623,Lille
qCD,Longuenesse,399,399,370,2017-12-01,92.73182957393483,Lille
qCD,Maubeuge,199,199,185,2017-12-01,92.96482412060301,Lille
qCD,Vendin Le Vieil,33,33,0,2017-12-01,0,Lille
qMC,Château-Thierry,101,101,70,2017-12-01,69.3069306930693,Lille
qMC,Vendin Le Vieil,203,203,90,2017-12-01,44.33497536945813,Lille
qCPA,Longuenesse,96,96,51,2017-12-01,53.125,Lille
qCSL,Beauvais,30,30,13,2017-12-01,43.333333333333336,Lille
qCSL,Lille-Loos-Séquedin (Haubourdin),60,60,33,2017-12-01,55.00000000000001,Lille
EPM,Quiévrechain,60,59,46,2017-12-01,77.96610169491525,Lille
qCNE,Lille-Loos-Séquedin,33,30,28,2017-12-01,93.33333333333333,Lille
MA,Aurillac,72,72,51,2017-12-01,70.83333333333334,Lyon
MA,Bonneville,187,187,249,2017-12-01,133.15508021390374,Lyon
MA,Chambéry,93,93,151,2017-12-01,162.36559139784944,Lyon
MA,Le-Puy-en-Velay,36,36,42,2017-12-01,116.66666666666667,Lyon
MA,Lyon Corbas,688,688,958,2017-12-01,139.24418604651163,Lyon
MA,Montluçon,21,21,38,2017-12-01,180.95238095238096,Lyon
MA,Privas,62,62,73,2017-12-01,117.74193548387098,Lyon
qMA,Aiton,219,219,295,2017-12-01,134.70319634703196,Lyon
qMA,Bourg-en-Bresse,388,388,420,2017-12-01,108.24742268041237,Lyon
qMA,Grenoble,232,232,327,2017-12-01,140.94827586206898,Lyon
qMA,Moulins Yzeure,136,136,173,2017-12-01,127.20588235294117,Lyon
qMA,Riom,384,384,354,2017-12-01,92.1875,Lyon
qMA,Saint Etienne-la-Talaudière,287,287,364,2017-12-01,126.82926829268293,Lyon
qMA,Saint-Quentin-Fallavier,237,237,312,2017-12-01,131.64556962025316,Lyon
qMA,Valence,344,344,363,2017-12-01,105.5232558139535,Lyon
qMA,Villefranche-sur-Saône,599,599,680,2017-12-01,113.52253756260433,Lyon
CD,Roanne,599,599,535,2017-12-01,89.31552587646077,Lyon
qCD,Aiton,200,150,139,2017-12-01,92.66666666666666,Lyon
qCD,Bourg-en-Bresse,300,270,266,2017-12-01,98.51851851851852,Lyon
qCD,Riom,164,164,158,2017-12-01,96.34146341463415,Lyon
qCD,Saint-Quentin-Fallavier,192,192,176,2017-12-01,91.66666666666666,Lyon
qMC,Moulins Yzeure,123,123,109,2017-12-01,88.6178861788618,Lyon
qMC,Valence,128,63,51,2017-12-01,80.95238095238095,Lyon
CSL,Lyon,116,116,71,2017-12-01,61.206896551724135,Lyon
qCSL,Bourg-en-Bresse,40,40,20,2017-12-01,50,Lyon
qCSL,Grenoble,36,20,23,2017-12-01,114.99999999999999,Lyon
qCSL,Riom,20,20,13,2017-12-01,65,Lyon
qCSL,Saint Etienne-la-Talaudière,40,40,20,2017-12-01,50,Lyon
qCSL,Villefranche-sur-Saône,39,39,11,2017-12-01,28.205128205128204,Lyon
EPM,Rhône,60,60,45,2017-12-01,75,Lyon
MA,Ajaccio,53,53,62,2017-12-01,116.98113207547169,Marseille
MA,Digne,35,35,39,2017-12-01,111.42857142857143,Marseille
MA,Gap,37,37,41,2017-12-01,110.8108108108108,Marseille
MA,Grasse,574,574,715,2017-12-01,124.5644599303136,Marseille
MA,Nice,363,363,641,2017-12-01,176.5840220385675,Marseille
qMA,Aix-Luynes,586,586,916,2017-12-01,156.31399317406144,Marseille
qMA,Avignon le Pontet,394,394,669,2017-12-01,169.7969543147208,Marseille
qMA,Borgo,183,183,192,2017-12-01,104.91803278688525,Marseille
qMA,Marseille-Les-Baumettes,1216,1216,1487,2017-12-01,122.2861842105263,Marseille
qMA,Toulon-la-Farlède,394,394,702,2017-12-01,178.1725888324873,Marseille
CD,Casabianda,194,194,127,2017-12-01,65.4639175257732,Marseille
CD,Salon-de-Provence,650,650,633,2017-12-01,97.38461538461539,Marseille
CD,Tarascon,651,650,642,2017-12-01,98.76923076923076,Marseille
qCD,Avignon le Pontet,180,180,174,2017-12-01,96.66666666666667,Marseille
qCD,Borgo,48,48,45,2017-12-01,93.75,Marseille
qCD,Marseille-Les-Baumettes,60,60,54,2017-12-01,90,Marseille
qCD,Toulon-la-Farlède,191,191,184,2017-12-01,96.33507853403141,Marseille
MC,Arles,160,157,128,2017-12-01,81.52866242038218,Marseille
qCPA,Aix-Luynes,82,82,54,2017-12-01,65.85365853658537,Marseille
qCPA,Marseille-Les-Baumettes,24,24,26,2017-12-01,108.33333333333333,Marseille
qCSL,Avignon le Pontet,51,51,48,2017-12-01,94.11764705882352,Marseille
qCSL,Toulon-la-Farlède,41,41,33,2017-12-01,80.48780487804879,Marseille
EPM,Marseille,59,59,50,2017-12-01,84.7457627118644,Marseille
MA,Fleury-Mérogis,2956,2956,4349,2017-12-01,147.12449255751014,Paris
MA,Nanterre,592,592,1061,2017-12-01,179.22297297297297,Paris
MA,Osny-Pontoise,579,579,950,2017-12-01,164.07599309153713,Paris
MA,Versailles,137,137,128,2017-12-01,93.43065693430657,Paris
MA,Villepinte,583,583,994,2017-12-01,170.49742710120069,Paris
qMA,Bois d'Arcy,503,503,973,2017-12-01,193.43936381709742,Paris
qMA,Fresnes (**),1404,1404,2581,2017-12-01,183.83190883190883,Paris
qMA,Meaux-Chauconin,385,385,802,2017-12-01,208.31168831168833,Paris
CD,Melun,310,308,295,2017-12-01,95.77922077922078,Paris
qCD,Meaux-Chauconin,192,192,181,2017-12-01,94.27083333333334,Paris
