type,etablissement,norme,operationnel,detenus,date,densite,dir_interregionale
qCD,Marseille-Les-Baumettes,60,60,51,2020-07-01,85,Marseille
qCD,Toulon-la-Farlède,191,191,171,2020-07-01,89.52879581151832,Marseille
MC,Arles,160,157,126,2020-07-01,80.2547770700637,Marseille
qCPA,Aix-Luynes,82,82,22,2020-07-01,26.82926829268293,Marseille
qCPA,Marseille-Les-Baumettes,24,24,16,2020-07-01,66.66666666666666,Marseille
qCSL,Avignon le Pontet,51,51,20,2020-07-01,39.21568627450981,Marseille
qCSL,Toulon-la-Farlède,41,41,17,2020-07-01,41.46341463414634,Marseille
EPM,Marseille,59,59,34,2020-07-01,57.6271186440678,Marseille
MA,Fleury-Mérogis,2956,2956,2761,2020-07-01,93.40324763193505,Paris
MA,Osny-Pontoise,579,579,688,2020-07-01,118.82556131260796,Paris
MA,Versailles,137,137,87,2020-07-01,63.503649635036496,Paris
MA,Villepinte,583,583,813,2020-07-01,139.45111492281305,Paris
qMA,Bois d'Arcy,503,503,676,2020-07-01,134.39363817097416,Paris
qMA,Fresnes,1320,1320,1530,2020-07-01,115.90909090909092,Paris
qMA,Meaux-Chauconin,385,385,611,2020-07-01,158.7012987012987,Paris
qMA,Nanterre,592,592,780,2020-07-01,131.75675675675674,Paris
qMA,Paris-La-Santé,707,707,673,2020-07-01,95.19094766619519,Paris
qUAT,Sud Francilien,181,181,89,2020-07-01,49.171270718232044,Paris
CD,Melun,310,308,267,2020-07-01,86.68831168831169,Paris
qCD,Meaux-Chauconin,192,192,178,2020-07-01,92.70833333333334,Paris
qCD,Sud Francilien,535,535,455,2020-07-01,85.04672897196261,Paris
MC,Poissy,279,240,185,2020-07-01,77.08333333333334,Paris
qMC,Sud Francilien,28,28,27,2020-07-01,96.42857142857143,Paris
qCPA,Fresnes,116,116,73,2020-07-01,62.93103448275862,Paris
qCPA,Meaux-Chauconin,62,62,66,2020-07-01,106.4516129032258,Paris
CSL,Corbeil,80,80,38,2020-07-01,47.5,Paris
CSL,Gagny,48,48,15,2020-07-01,31.25,Paris
CSL,Melun,43,43,26,2020-07-01,60.46511627906976,Paris
qCSL,Bois d'Arcy,61,61,32,2020-07-01,52.459016393442624,Paris
qCSL,Fresnes,27,27,5,2020-07-01,18.51851851851852,Paris
qCSL,Nanterre,92,92,44,2020-07-01,47.82608695652174,Paris
qCSL,Paris-La-Santé,100,100,64,2020-07-01,64,Paris
EPM,Porcheville,60,60,45,2020-07-01,75,Paris
qCNE,Fresnes,54,54,13,2020-07-01,24.074074074074073,Paris
qCNE,Sud Francilien,54,54,36,2020-07-01,66.66666666666666,Paris
qEPSN,Fresnes,84,84,50,2020-07-01,59.523809523809526,Paris
MA,Angers,266,266,314,2020-07-01,118.04511278195488,Rennes
MA,Brest,254,254,364,2020-07-01,143.30708661417322,Rennes
MA,Caen,269,269,299,2020-07-01,111.15241635687731,Rennes
MA,Cherbourg,46,46,27,2020-07-01,58.69565217391305,Rennes
MA,Coutances,48,48,49,2020-07-01,102.08333333333333,Rennes
MA,Evreux,162,162,240,2020-07-01,148.14814814814815,Rennes
MA,Fontenay-le-Comte,39,39,59,2020-07-01,151.28205128205127,Rennes
MA,La Roche-sur-Yon,39,39,64,2020-07-01,164.1025641025641,Rennes
MA,Laval,71,56,74,2020-07-01,132.14285714285714,Rennes
MA,Le Mans-Croisettes,399,399,460,2020-07-01,115.28822055137844,Rennes
MA,Rouen,649,642,499,2020-07-01,77.72585669781932,Rennes
MA,Saint Malo,92,92,83,2020-07-01,90.21739130434783,Rennes
MA,Saint-Brieuc,85,85,101,2020-07-01,118.82352941176471,Rennes
MA,Vannes,52,52,68,2020-07-01,130.76923076923077,Rennes
qMA,Alençon-Condé-sur-Sarthe,15,15,8,2020-07-01,53.333333333333336,Rennes
qMA,Caen,6,6,1,2020-07-01,16.666666666666664,Rennes
qMA,Le Havre,298,297,289,2020-07-01,97.3063973063973,Rennes
qMA,Lorient-Ploemeur,187,187,242,2020-07-01,129.41176470588235,Rennes
qMA,Nantes,570,570,531,2020-07-01,93.15789473684211,Rennes
qMA,Rennes,57,52,32,2020-07-01,61.53846153846154,Rennes
qMA,Rennes-Vezin,477,477,578,2020-07-01,121.17400419287212,Rennes
CD,Argentan,638,638,518,2020-07-01,81.19122257053291,Rennes
CD,Val-de-Reuil,819,780,711,2020-07-01,91.15384615384615,Rennes
qCD,Caen,434,425,325,2020-07-01,76.47058823529412,Rennes
qCD,Le Havre,392,391,365,2020-07-01,93.35038363171356,Rennes
qCD,Lorient-Ploemeur,40,40,37,2020-07-01,92.5,Rennes
qCD,Nantes,510,510,453,2020-07-01,88.8235294117647,Rennes
qCD,Rennes,231,231,154,2020-07-01,66.66666666666666,Rennes
qCD,Rennes-Vezin,209,209,196,2020-07-01,93.77990430622009,Rennes
qMC,Alençon-Condé-sur-Sarthe,180,135,94,2020-07-01,69.62962962962963,Rennes
qCPA,Alençon-Condé-sur-Sarthe,45,45,5,2020-07-01,11.11111111111111,Rennes
qCSL,Caen,50,50,8,2020-07-01,16,Rennes
qCSL,Nantes,36,36,16,2020-07-01,44.44444444444444,Rennes
qCSL,Rennes-Vezin,26,26,5,2020-07-01,19.230769230769234,Rennes
EPM,Orvault,59,55,35,2020-07-01,63.63636363636363,Rennes
MA,Bar-le-Duc,80,80,98,2020-07-01,122.50000000000001,Strasbourg
MA,Châlons-en-Champagne,293,293,267,2020-07-01,91.12627986348123,Strasbourg
MA,Charleville-Mézières,59,59,24,2020-07-01,40.67796610169492,Strasbourg
MA,Chaumont,78,78,72,2020-07-01,92.3076923076923,Strasbourg
MA,Colmar,120,120,143,2020-07-01,119.16666666666667,Strasbourg
MA,Epinal,294,294,200,2020-07-01,68.02721088435374,Strasbourg
MA,Mulhouse,277,277,363,2020-07-01,131.04693140794222,Strasbourg
MA,Reims,154,154,139,2020-07-01,90.25974025974025,Strasbourg
MA,Sarreguemines,71,71,81,2020-07-01,114.08450704225352,Strasbourg
MA,Strasbourg,445,424,484,2020-07-01,114.15094339622642,Strasbourg
MA,Troyes,114,114,93,2020-07-01,81.57894736842105,Strasbourg
qMA,Metz-Queuleu,403,403,407,2020-07-01,100.99255583126552,Strasbourg
qMA,Nancy Maxéville,453,453,476,2020-07-01,105.07726269315674,Strasbourg
CD,Ecrouves,269,269,165,2020-07-01,61.33828996282528,Strasbourg
CD,Montmédy,343,343,212,2020-07-01,61.80758017492711,Strasbourg
CD,Oermingen,268,263,204,2020-07-01,77.56653992395437,Strasbourg
CD,Saint-Mihiel,391,391,318,2020-07-01,81.32992327365729,Strasbourg
CD,Toul,427,427,371,2020-07-01,86.88524590163934,Strasbourg
CD,Villenauxe-la-Grande,606,406,267,2020-07-01,65.76354679802957,Strasbourg
qCD,Nancy Maxéville,240,240,211,2020-07-01,87.91666666666667,Strasbourg
MC,Clairvaux,91,80,54,2020-07-01,67.5,Strasbourg
MC,Ensisheim,215,200,191,2020-07-01,95.5,Strasbourg
qCPA,Metz-Queuleu,77,77,38,2020-07-01,49.35064935064935,Strasbourg
CSL,Briey,25,25,8,2020-07-01,32,Strasbourg
CSL,Maxéville,52,52,23,2020-07-01,44.230769230769226,Strasbourg
CSL,Souffelweyersheim,53,53,32,2020-07-01,60.37735849056604,Strasbourg
MA,Albi,105,105,161,2020-07-01,153.33333333333334,Toulouse
MA,Carcassonne,64,64,133,2020-07-01,207.8125,Toulouse
MA,Foix,67,65,113,2020-07-01,173.84615384615384,Toulouse
MA,Mende,49,49,53,2020-07-01,108.16326530612245,Toulouse
MA,Montauban,144,144,188,2020-07-01,130.55555555555557,Toulouse
MA,Nîmes,200,200,365,2020-07-01,182.5,Toulouse
MA,Rodez,99,99,139,2020-07-01,140.4040404040404,Toulouse
MA,Tarbes,68,68,67,2020-07-01,98.52941176470588,Toulouse
qMA,Béziers,389,389,473,2020-07-01,121.59383033419022,Toulouse
qMA,Perpignan,196,196,352,2020-07-01,179.59183673469389,Toulouse
qMA,Toulouse-Seysses,655,644,917,2020-07-01,142.3913043478261,Toulouse
qMA,Villeneuve-lès-Maguelone,607,607,719,2020-07-01,118.45140032948929,Toulouse
CD,Muret,660,623,568,2020-07-01,91.17174959871589,Toulouse
CD,Saint-Sulpice-la-Pointe,102,102,75,2020-07-01,73.52941176470588,Toulouse
qCD,Béziers,420,420,405,2020-07-01,96.42857142857143,Toulouse
qCD,Lannemezan,20,10,5,2020-07-01,50,Toulouse
qCD,Perpignan,333,333,309,2020-07-01,92.7927927927928,Toulouse
qMC,Lannemezan,212,162,118,2020-07-01,72.8395061728395,Toulouse
qCSL,Toulouse-Seysses,101,52,32,2020-07-01,61.53846153846154,Toulouse
qCSL,Villeneuve-lès-Maguelone,24,24,19,2020-07-01,79.16666666666666,Toulouse
EPM,Lavaur,59,58,48,2020-07-01,82.75862068965517,Toulouse
MA,Basse-Terre,129,129,151,2020-07-01,117.05426356589147,Outre-Mer
qMA,Baie-Mahault,265,265,372,2020-07-01,140.37735849056602,Outre-Mer
qMA,Ducos,371,371,441,2020-07-01,118.86792452830188,Outre-Mer
qMA,Guyane (Remiré Montjoly),296,296,284,2020-07-01,95.94594594594594,Outre-Mer
MA,Saint-Pierre,115,115,118,2020-07-01,102.60869565217392,Outre-Mer
qMA,Saint-Denis,558,552,487,2020-07-01,88.22463768115942,Outre-Mer
qMA,Saint-Pierre-et-Miquelon,7,7,1,2020-07-01,14.285714285714285,Outre-Mer
qMA,Majicavo,164,164,300,2020-07-01,182.9268292682927,Outre-Mer
MA,Mata Utu,3,3,NA,2020-07-01,NA,Outre-Mer
qMA,Faa'a Nuutania,157,157,234,2020-07-01,149.04458598726114,Outre-Mer
qMA,Nouméa,196,196,194,2020-07-01,98.9795918367347,Outre-Mer
qCD,Baie-Mahault,238,238,228,2020-07-01,95.7983193277311,Outre-Mer
qCD,Ducos,367,367,287,2020-07-01,78.2016348773842,Outre-Mer
qCD,Guyane (Remiré Montjoly),320,320,263,2020-07-01,82.1875,Outre-Mer
CD,Le Port (Plaine les Galets),507,507,372,2020-07-01,73.37278106508876,Outre-Mer
qCD,Saint-Denis,17,17,16,2020-07-01,94.11764705882352,Outre-Mer
qCD,Saint-Pierre-et-Miquelon,4,4,1,2020-07-01,25,Outre-Mer
qCD,Majicavo,114,114,113,2020-07-01,99.12280701754386,Outre-Mer
CD,Tatutu de Papeari,410,410,352,2020-07-01,85.85365853658537,Outre-Mer
qCD,Faa'a Nuutania,7,7,14,2020-07-01,200,Outre-Mer
qCD,Taiohae,5,5,5,2020-07-01,100,Outre-Mer
qCD,Uturoa-Raiatea,20,20,10,2020-07-01,50,Outre-Mer
qCD,Nouméa,218,218,246,2020-07-01,112.8440366972477,Outre-Mer
MA,Agen,146,145,156,2020-04-01,107.58620689655172,Bordeaux
MA,Angoulême,236,236,183,2020-04-01,77.54237288135593,Bordeaux
MA,Bayonne,75,75,95,2020-04-01,126.66666666666666,Bordeaux
MA,Guéret,32,32,37,2020-04-01,115.625,Bordeaux
MA,Limoges,83,83,135,2020-04-01,162.65060240963857,Bordeaux
MA,Niort,66,56,90,2020-04-01,160.71428571428572,Bordeaux
MA,Pau,255,250,168,2020-04-01,67.2,Bordeaux
MA,Périgueux,101,99,117,2020-04-01,118.18181818181819,Bordeaux
MA,Rochefort,52,52,60,2020-04-01,115.38461538461537,Bordeaux
MA,Saintes,85,77,92,2020-04-01,119.48051948051948,Bordeaux
MA,Tulle,47,47,76,2020-04-01,161.70212765957444,Bordeaux
qMA,Bordeaux Gradignan,354,350,543,2020-04-01,155.14285714285714,Bordeaux
qMA,Mont-de-Marsan,331,331,295,2020-04-01,89.12386706948641,Bordeaux
qMA,Poitiers-Vivonne,305,305,374,2020-04-01,122.62295081967214,Bordeaux
CD,Bédenac,194,191,168,2020-04-01,87.95811518324608,Bordeaux
CD,Eysses,290,290,277,2020-04-01,95.51724137931035,Bordeaux
CD,Mauzac,369,369,312,2020-04-01,84.5528455284553,Bordeaux
CD,Neuvic,397,397,343,2020-04-01,86.39798488664987,Bordeaux
CD,Uzerche,594,590,178,2020-04-01,30.16949152542373,Bordeaux
qCD,Mont-de-Marsan,368,349,342,2020-04-01,97.99426934097421,Bordeaux
qCD,Poitiers-Vivonne,271,271,267,2020-04-01,98.5239852398524,Bordeaux
MC,Saint-Martin-de-Ré,478,460,326,2020-04-01,70.86956521739131,Bordeaux
qCPA,Bordeaux Gradignan,82,82,33,2020-04-01,40.243902439024396,Bordeaux
qCPA,Poitiers-Vivonne,27,27,13,2020-04-01,48.148148148148145,Bordeaux
qCSL,Mont-de-Marsan,19,19,NA,2020-04-01,NA,Bordeaux
qCSL,Poitiers-Vivonne,30,30,13,2020-04-01,43.333333333333336,Bordeaux
MA,Auxerre,101,101,153,2020-04-01,151.4851485148515,Dijon
MA,Belfort,39,39,23,2020-04-01,58.97435897435898,Dijon
MA,Besançon,276,276,394,2020-04-01,142.75362318840578,Dijon
MA,Blois,114,114,135,2020-04-01,118.42105263157893,Dijon
MA,Bourges,116,116,149,2020-04-01,128.44827586206898,Dijon
MA,Dijon,186,186,252,2020-04-01,135.48387096774192,Dijon
MA,Lons-le-Saunier,39,39,50,2020-04-01,128.2051282051282,Dijon
MA,Montbéliard,41,41,45,2020-04-01,109.75609756097562,Dijon
MA,Nevers,118,118,95,2020-04-01,80.50847457627118,Dijon
MA,Tours,145,145,241,2020-04-01,166.20689655172413,Dijon
MA,Vesoul,50,50,56,2020-04-01,112.00000000000001,Dijon
qMA,Châteauroux,105,105,114,2020-04-01,108.57142857142857,Dijon
qMA,Orléans-Saran,531,531,628,2020-04-01,118.26741996233521,Dijon
qMA,Varennes-le-Grand,193,193,258,2020-04-01,133.67875647668396,Dijon
CD,Châteaudun,597,597,548,2020-04-01,91.79229480737018,Dijon
CD,Joux-la-Ville,601,601,549,2020-04-01,91.34775374376039,Dijon
qCD,Châteauroux,270,254,240,2020-04-01,94.48818897637796,Dijon
qCD,Orléans-Saran,217,217,198,2020-04-01,91.24423963133641,Dijon
qCD,Varennes-le-Grand,191,191,171,2020-04-01,89.52879581151832,Dijon
MC,Saint Maur,337,260,190,2020-04-01,73.07692307692307,Dijon
CSL,Besançon,23,23,7,2020-04-01,30.434782608695656,Dijon
CSL,Montargis,20,20,4,2020-04-01,20,Dijon
qCSL,Orléans-Saran,60,60,16,2020-04-01,26.666666666666668,Dijon
MA,Amiens,307,270,388,2020-04-01,143.70370370370372,Lille
MA,Arras,209,209,190,2020-04-01,90.9090909090909,Lille
MA,Béthune,180,180,331,2020-04-01,183.88888888888889,Lille
MA,Douai,384,368,493,2020-04-01,133.9673913043478,Lille
MA,Dunkerque,123,123,122,2020-04-01,99.1869918699187,Lille
MA,Valenciennes,212,212,319,2020-04-01,150.47169811320757,Lille
qMA,Beauvais,586,586,556,2020-04-01,94.88054607508532,Lille
qMA,Laon,189,189,296,2020-04-01,156.6137566137566,Lille
qMA,Liancourt,20,20,17,2020-04-01,85,Lille
qMA,Lille-Annoeullin,477,477,510,2020-04-01,106.91823899371069,Lille
qMA,Lille-Loos-Séquedin (Lille-Loos ),584,584,753,2020-04-01,128.93835616438355,Lille
qMA,Longuenesse,193,193,278,2020-04-01,144.04145077720207,Lille
qMA,Maubeuge,201,201,228,2020-04-01,113.43283582089552,Lille
qMA,Vendin Le Vieil,32,32,21,2020-04-01,65.625,Lille
CD,Bapaume,599,599,564,2020-04-01,94.15692821368948,Lille
qCD,Château-Thierry,29,29,9,2020-04-01,31.03448275862069,Lille
qCD,Laon,199,199,182,2020-04-01,91.4572864321608,Lille
qCD,Liancourt,594,594,491,2020-04-01,82.65993265993265,Lille
qCD,Lille-Annoeullin,209,209,181,2020-04-01,86.60287081339713,Lille
qCD,Longuenesse,399,399,354,2020-04-01,88.7218045112782,Lille
qCD,Maubeuge,199,199,173,2020-04-01,86.93467336683418,Lille
qCD,Vendin Le Vieil,33,33,NA,2020-04-01,NA,Lille
qMC,Château-Thierry,101,101,69,2020-04-01,68.31683168316832,Lille
qMC,Vendin Le Vieil,171,171,90,2020-04-01,52.63157894736842,Lille
qCPA,Longuenesse,96,96,57,2020-04-01,59.375,Lille
qCSL,Beauvais,30,30,9,2020-04-01,30,Lille
qCSL,Lille-Loos-Séquedin (Haubourdin),60,60,7,2020-04-01,11.666666666666666,Lille
qCSL,Longuenesse,50,50,10,2020-04-01,20,Lille
EPM,Quiévrechain,60,59,44,2020-04-01,74.57627118644068,Lille
qCNE,Lille-Loos-Séquedin,33,30,NA,2020-04-01,NA,Lille
MA,Aurillac,72,72,51,2020-04-01,70.83333333333334,Lyon
MA,Bonneville,187,171,234,2020-04-01,136.8421052631579,Lyon
MA,Chambéry,93,93,122,2020-04-01,131.18279569892474,Lyon
MA,Le-Puy-en-Velay,35,35,45,2020-04-01,128.57142857142858,Lyon
MA,Lyon Corbas,688,688,818,2020-04-01,118.8953488372093,Lyon
MA,Montluçon,22,22,28,2020-04-01,127.27272727272727,Lyon
MA,Privas,57,57,54,2020-04-01,94.73684210526315,Lyon
qMA,Aiton,219,219,287,2020-04-01,131.0502283105023,Lyon
qMA,Bourg-en-Bresse,388,388,417,2020-04-01,107.4742268041237,Lyon
qMA,Grenoble,232,232,293,2020-04-01,126.29310344827587,Lyon
qMA,Moulins Yzeure,136,136,176,2020-04-01,129.41176470588235,Lyon
qMA,Riom,384,384,379,2020-04-01,98.69791666666666,Lyon
qMA,Saint Etienne-la-Talaudière,287,287,350,2020-04-01,121.95121951219512,Lyon
qMA,Saint-Quentin-Fallavier,237,237,310,2020-04-01,130.8016877637131,Lyon
qMA,Valence,344,344,379,2020-04-01,110.17441860465115,Lyon
qMA,Villefranche-sur-Saône,599,599,649,2020-04-01,108.34724540901503,Lyon
CD,Roanne,599,599,489,2020-04-01,81.63606010016694,Lyon
qCD,Aiton,200,200,182,2020-04-01,91,Lyon
qCD,Bourg-en-Bresse,300,300,259,2020-04-01,86.33333333333333,Lyon
qCD,Riom,164,164,153,2020-04-01,93.29268292682927,Lyon
qCD,Saint-Quentin-Fallavier,192,192,169,2020-04-01,88.02083333333334,Lyon
qMC,Moulins Yzeure,123,123,103,2020-04-01,83.73983739837398,Lyon
qMC,Valence,128,63,44,2020-04-01,69.84126984126983,Lyon
CSL,Lyon,116,116,35,2020-04-01,30.17241379310345,Lyon
qCSL,Bourg-en-Bresse,40,40,8,2020-04-01,20,Lyon
qCSL,Grenoble,36,36,25,2020-04-01,69.44444444444444,Lyon
qCSL,Riom,20,20,5,2020-04-01,25,Lyon
qCSL,Saint Etienne-la-Talaudière,40,40,17,2020-04-01,42.5,Lyon
qCSL,Villefranche-sur-Saône,39,39,8,2020-04-01,20.51282051282051,Lyon
EPM,Rhône,60,60,43,2020-04-01,71.66666666666667,Lyon
MA,Ajaccio,53,53,45,2020-04-01,84.90566037735849,Marseille
MA,Digne,35,35,29,2020-04-01,82.85714285714286,Marseille
MA,Draguignan,504,504,568,2020-04-01,112.6984126984127,Marseille
MA,Gap,37,37,34,2020-04-01,91.8918918918919,Marseille
MA,Grasse,574,574,642,2020-04-01,111.84668989547038,Marseille
MA,Nice,363,363,507,2020-04-01,139.6694214876033,Marseille
qMA,Aix-Luynes,1271,1271,1495,2020-04-01,117.62391817466562,Marseille
qMA,Avignon le Pontet,394,394,541,2020-04-01,137.30964467005074,Marseille
qMA,Borgo,183,183,194,2020-04-01,106.01092896174865,Marseille
qMA,Marseille-Les-Baumettes,614,614,891,2020-04-01,145.11400651465797,Marseille
qMA,Toulon-la-Farlède,394,394,466,2020-04-01,118.27411167512692,Marseille
CD,Casabianda,194,194,107,2020-04-01,55.154639175257735,Marseille
CD,Salon-de-Provence,650,650,612,2020-04-01,94.15384615384616,Marseille
CD,Tarascon,651,648,601,2020-04-01,92.74691358024691,Marseille
qCD,Avignon le Pontet,180,180,177,2020-04-01,98.33333333333333,Marseille
qCD,Borgo,48,48,44,2020-04-01,91.66666666666666,Marseille
qCD,Marseille-Les-Baumettes,60,60,53,2020-04-01,88.33333333333333,Marseille
qCD,Toulon-la-Farlède,191,191,186,2020-04-01,97.38219895287958,Marseille
MC,Arles,160,157,134,2020-04-01,85.35031847133759,Marseille
qCPA,Aix-Luynes,82,82,33,2020-04-01,40.243902439024396,Marseille
qCPA,Marseille-Les-Baumettes,24,24,12,2020-04-01,50,Marseille
qCSL,Avignon le Pontet,51,51,33,2020-04-01,64.70588235294117,Marseille
qCSL,Toulon-la-Farlède,41,41,22,2020-04-01,53.65853658536586,Marseille
EPM,Marseille,59,59,33,2020-04-01,55.932203389830505,Marseille
MA,Fleury-Mérogis,2956,2956,3347,2020-04-01,113.22733423545333,Paris
MA,Osny-Pontoise,579,579,787,2020-04-01,135.92400690846287,Paris
MA,Versailles,137,137,84,2020-04-01,61.31386861313869,Paris
MA,Villepinte,583,583,932,2020-04-01,159.86277873070327,Paris
qMA,Bois d'Arcy,503,503,793,2020-04-01,157.6540755467197,Paris
qMA,Fresnes,1320,1320,1874,2020-04-01,141.96969696969697,Paris
qMA,Meaux-Chauconin,385,385,667,2020-04-01,173.24675324675326,Paris
qMA,Nanterre,592,592,913,2020-04-01,154.22297297297297,Paris
qMA,Paris-La-Santé,707,707,684,2020-04-01,96.74681753889675,Paris
qUAT,Sud Francilien,181,181,130,2020-04-01,71.8232044198895,Paris
CD,Melun,310,308,283,2020-04-01,91.88311688311688,Paris
qCD,Meaux-Chauconin,192,192,180,2020-04-01,93.75,Paris
qCD,Sud Francilien,535,535,467,2020-04-01,87.28971962616822,Paris
MC,Poissy,279,240,191,2020-04-01,79.58333333333333,Paris
qMC,Sud Francilien,28,28,26,2020-04-01,92.85714285714286,Paris
qCPA,Fresnes,116,116,93,2020-04-01,80.17241379310344,Paris
qCPA,Meaux-Chauconin,62,62,23,2020-04-01,37.096774193548384,Paris
CSL,Corbeil,80,80,34,2020-04-01,42.5,Paris
CSL,Gagny,48,48,23,2020-04-01,47.91666666666667,Paris
CSL,Melun,43,43,29,2020-04-01,67.44186046511628,Paris
qCSL,Bois d'Arcy,61,61,12,2020-04-01,19.672131147540984,Paris
qCSL,Fresnes,27,27,13,2020-04-01,48.148148148148145,Paris
qCSL,Nanterre,92,92,29,2020-04-01,31.521739130434785,Paris
qCSL,Paris-La-Santé,100,100,36,2020-04-01,36,Paris
EPM,Porcheville,60,60,42,2020-04-01,70,Paris
qCNE,Fresnes,56,56,32,2020-04-01,57.14285714285714,Paris
qCNE,Sud Francilien,52,52,2,2020-04-01,3.8461538461538463,Paris
qEPSN,Fresnes,84,84,59,2020-04-01,70.23809523809523,Paris
MA,Angers,266,266,401,2020-04-01,150.75187969924812,Rennes
MA,Brest,254,254,363,2020-04-01,142.91338582677164,Rennes
MA,Caen,269,269,351,2020-04-01,130.48327137546468,Rennes
MA,Cherbourg,46,46,31,2020-04-01,67.3913043478261,Rennes
MA,Coutances,48,48,51,2020-04-01,106.25,Rennes
MA,Evreux,162,162,248,2020-04-01,153.0864197530864,Rennes
MA,Fontenay-le-Comte,39,39,62,2020-04-01,158.97435897435898,Rennes
MA,La Roche-sur-Yon,39,39,74,2020-04-01,189.74358974358972,Rennes
MA,Laval,71,56,81,2020-04-01,144.64285714285714,Rennes
MA,Le Mans-Croisettes,399,399,462,2020-04-01,115.78947368421053,Rennes
MA,Rouen,649,649,560,2020-04-01,86.28659476117103,Rennes
MA,Saint Malo,92,92,88,2020-04-01,95.65217391304348,Rennes
MA,Saint-Brieuc,85,85,165,2020-04-01,194.11764705882354,Rennes
MA,Vannes,52,52,69,2020-04-01,132.69230769230768,Rennes
qMA,Alençon-Condé-sur-Sarthe,15,15,6,2020-04-01,40,Rennes
qMA,Caen,6,6,NA,2020-04-01,NA,Rennes
qMA,Le Havre,298,297,302,2020-04-01,101.68350168350169,Rennes
qMA,Lorient-Ploemeur,187,187,274,2020-04-01,146.524064171123,Rennes
qMA,Nantes,570,570,629,2020-04-01,110.35087719298247,Rennes
qMA,Rennes,57,52,37,2020-04-01,71.15384615384616,Rennes
qMA,Rennes-Vezin,477,477,658,2020-04-01,137.9454926624738,Rennes
CD,Argentan,638,638,525,2020-04-01,82.2884012539185,Rennes
CD,Val-de-Reuil,819,780,750,2020-04-01,96.15384615384616,Rennes
qCD,Caen,434,425,357,2020-04-01,84,Rennes
qCD,Le Havre,392,391,367,2020-04-01,93.86189258312021,Rennes
qCD,Lorient-Ploemeur,40,40,36,2020-04-01,90,Rennes
qCD,Nantes,510,510,482,2020-04-01,94.50980392156862,Rennes
qCD,Rennes,231,231,171,2020-04-01,74.02597402597402,Rennes
qCD,Rennes-Vezin,209,209,199,2020-04-01,95.21531100478468,Rennes
qMC,Alençon-Condé-sur-Sarthe,180,180,94,2020-04-01,52.22222222222223,Rennes
qCPA,Alençon-Condé-sur-Sarthe,45,45,4,2020-04-01,8.88888888888889,Rennes
qCSL,Caen,50,50,14,2020-04-01,28.000000000000004,Rennes
qCSL,Nantes,36,36,11,2020-04-01,30.555555555555557,Rennes
qCSL,Rennes-Vezin,26,26,16,2020-04-01,61.53846153846154,Rennes
EPM,Orvault,59,55,43,2020-04-01,78.18181818181819,Rennes
MA,Bar-le-Duc,80,80,80,2020-04-01,100,Strasbourg
MA,Châlons-en-Champagne,293,293,293,2020-04-01,100,Strasbourg
MA,Charleville-Mézières,59,59,53,2020-04-01,89.83050847457628,Strasbourg
MA,Chaumont,78,78,73,2020-04-01,93.58974358974359,Strasbourg
MA,Colmar,120,120,155,2020-04-01,129.16666666666669,Strasbourg
MA,Epinal,294,294,232,2020-04-01,78.91156462585033,Strasbourg
MA,Mulhouse,277,277,371,2020-04-01,133.93501805054152,Strasbourg
MA,Reims,154,154,141,2020-04-01,91.55844155844156,Strasbourg
MA,Sarreguemines,71,71,94,2020-04-01,132.3943661971831,Strasbourg
MA,Strasbourg,445,445,593,2020-04-01,133.25842696629212,Strasbourg
MA,Troyes,114,114,101,2020-04-01,88.59649122807018,Strasbourg
qMA,Metz-Queuleu,403,403,445,2020-04-01,110.42183622828784,Strasbourg
qMA,Nancy Maxéville,453,453,519,2020-04-01,114.56953642384107,Strasbourg
CD,Ecrouves,269,269,213,2020-04-01,79.182156133829,Strasbourg
CD,Montmédy,343,343,229,2020-04-01,66.76384839650146,Strasbourg
CD,Oermingen,268,263,191,2020-04-01,72.6235741444867,Strasbourg
CD,Saint-Mihiel,391,391,332,2020-04-01,84.91048593350384,Strasbourg
CD,Toul,427,427,385,2020-04-01,90.1639344262295,Strasbourg
CD,Villenauxe-la-Grande,606,406,271,2020-04-01,66.7487684729064,Strasbourg
qCD,Nancy Maxéville,240,240,225,2020-04-01,93.75,Strasbourg
MC,Clairvaux,91,80,55,2020-04-01,68.75,Strasbourg
MC,Ensisheim,215,200,194,2020-04-01,97,Strasbourg
qCPA,Metz-Queuleu,77,77,36,2020-04-01,46.75324675324675,Strasbourg
CSL,Briey,25,25,10,2020-04-01,40,Strasbourg
CSL,Maxéville,52,52,35,2020-04-01,67.3076923076923,Strasbourg
CSL,Souffelweyersheim,53,53,19,2020-04-01,35.84905660377358,Strasbourg
MA,Albi,105,105,169,2020-04-01,160.95238095238096,Toulouse
MA,Carcassonne,64,64,130,2020-04-01,203.125,Toulouse
MA,Foix,67,65,119,2020-04-01,183.07692307692307,Toulouse
MA,Mende,49,49,59,2020-04-01,120.40816326530613,Toulouse
MA,Montauban,144,144,192,2020-04-01,133.33333333333331,Toulouse
MA,Nîmes,200,200,397,2020-04-01,198.5,Toulouse
MA,Rodez,99,99,145,2020-04-01,146.46464646464648,Toulouse
MA,Tarbes,72,72,85,2020-04-01,118.05555555555556,Toulouse
qMA,Béziers,389,389,586,2020-04-01,150.6426735218509,Toulouse
qMA,Perpignan,196,196,350,2020-04-01,178.57142857142858,Toulouse
